2.383,6.286,4.957,1.625,2.495,2.255,1,12-10-10:36:09
8.704,2.447,3.064,0.211,0.202,1.377,1,12-10-10:36:09
0.197,5.094,2.635,1.092,1.043,4.908,1,12-10-10:36:09
3.057,4.749,1.078,1.344,0.883,7.769,1,12-10-10:36:09
0.381,2.444,4.148,0.356,0.660,6.814,1,12-10-10:36:10
0.104,0.161,0.777,1.366,2.665,4.590,1,12-10-10:36:10
4.402,29.985,3.271,1.366,2.665,4.590,1,12-10-10:36:10
9.575,23.906,1.466,0.867,0.444,5.392,1,12-10-10:36:10
4.734,3.415,6.631,0.661,0.111,1.209,1,12-10-10:36:10
1.489,1.400,2.517,1.003,3.230,0.210,1,12-10-10:36:10
0.534,1.957,1.360,1.475,1.106,0.211,1,12-10-10:36:10
1.883,0.517,5.227,0.947,2.924,0.178,1,12-10-10:36:10
1.575,0.969,5.855,0.050,0.167,0.098,1,12-10-10:36:10
0.380,0.645,0.906,0.050,0.167,0.098,1,12-10-10:36:10
1.033,1.666,3.621,0.236,0.732,0.039,1,12-10-10:36:10
0.232,0.954,1.680,0.236,0.732,0.039,1,12-10-10:36:10
2.068,0.668,0.810,0.376,0.064,0.046,1,12-10-10:36:10
2.974,2.129,7.754,2.764,0.644,0.154,1,12-10-10:36:10
0.935,1.820,3.734,2.632,0.481,0.195,1,12-10-10:36:10
2.329,1.834,0.205,2.982,1.054,0.417,1,12-10-10:36:10
3.340,3.708,2.307,3.752,2.112,0.718,1,12-10-10:36:10
2.046,2.646,2.973,2.177,0.972,0.669,1,12-10-10:36:10
1.459,0.563,0.768,0.494,0.091,0.112,1,12-10-10:36:10
1.866,2.174,1.173,0.494,0.091,0.112,1,12-10-10:36:10
0.260,1.222,0.554,0.666,0.817,0.418,1,12-10-10:36:10
1.240,2.267,4.368,0.666,0.817,0.418,1,12-10-10:36:10
0.484,8.979,13.514,0.439,1.215,0.223,1,12-10-10:36:10
2.101,5.139,1.899,1.880,1.323,0.000,1,12-10-10:36:10
6.851,12.677,11.636,0.926,1.008,0.623,1,12-10-10:36:10
0.904,4.196,6.547,0.078,0.457,0.295,1,12-10-10:36:11
4.860,0.311,6.788,1.252,0.371,0.753,1,12-10-10:36:11
0.966,4.634,0.760,1.252,0.371,0.753,1,12-10-10:36:11
1.529,1.815,5.172,0.831,1.259,0.107,1,12-10-10:36:11
2.007,4.205,4.290,2.707,0.294,0.238,1,12-10-10:36:11
1.016,2.721,5.966,2.707,0.294,0.238,1,12-10-10:36:11
0.989,2.886,2.606,0.917,0.376,0.483,1,12-10-10:36:11
2.771,1.392,0.756,1.598,2.102,0.512,1,12-10-10:36:11
1.132,0.906,0.440,1.499,0.013,0.284,1,12-10-10:36:11
0.698,2.235,2.859,1.293,1.206,0.166,1,12-10-10:36:11
2.191,2.438,0.962,1.318,0.424,0.511,1,12-10-10:36:11
3.215,1.292,0.434,0.973,0.896,0.465,1,12-10-10:36:11
0.413,0.804,0.207,0.210,0.926,0.081,1,12-10-10:36:11
2.180,1.064,1.858,0.210,0.926,0.081,1,12-10-10:36:11
3.190,2.398,2.054,1.888,0.124,0.579,1,12-10-10:36:11
4.759,1.832,6.646,3.309,0.458,0.580,1,12-10-10:36:11
3.376,1.893,1.988,2.651,0.529,0.201,1,12-10-10:36:11
2.295,0.624,5.311,2.651,0.529,0.201,1,12-10-10:36:11
0.433,2.980,0.499,2.602,3.075,0.112,1,12-10-10:36:11
0.156,3.739,3.898,2.602,3.075,0.112,1,12-10-10:36:11
0.892,0.722,0.138,2.558,1.354,0.293,1,12-10-10:36:11
1.525,1.151,1.960,0.500,1.656,0.351,1,12-10-10:36:11
1.082,1.722,0.023,0.327,0.932,0.288,1,12-10-10:36:11
0.206,2.136,3.311,0.327,0.932,0.288,1,12-10-10:36:11
2.734,13.276,15.726,1.781,1.407,0.384,1,12-10-10:36:11
4.865,1.475,3.213,0.906,2.391,0.068,1,12-10-10:36:12
9.588,13.498,8.002,0.956,1.644,0.840,1,12-10-10:36:12
1.709,5.148,10.600,0.075,0.417,0.392,1,12-10-10:36:12
3.749,1.264,7.085,1.254,0.365,0.742,1,12-10-10:36:12
4.611,4.046,2.385,0.794,0.201,0.363,1,12-10-10:36:12
2.595,0.749,7.080,0.057,0.443,0.032,1,12-10-10:36:12
2.300,2.266,1.905,1.524,0.064,0.093,1,12-10-10:36:12
0.217,3.332,4.797,2.047,0.037,0.307,1,12-10-10:36:12
3.147,2.739,0.468,2.236,1.830,0.716,1,12-10-10:36:12
1.043,1.422,0.830,2.236,1.830,0.716,1,12-10-10:36:12
