0.130,0.343,1.173,0.290,0.068,0.116,1,12-10-10:56:55
0.354,0.206,0.298,0.837,0.811,0.058,1,12-10-10:56:55
0.218,0.164,1.186,0.905,0.855,0.079,1,12-10-10:56:55
0.294,0.013,0.438,0.357,0.162,0.303,1,12-10-10:56:55
0.526,0.088,0.758,0.189,0.647,0.452,1,12-10-10:56:55
0.169,0.391,0.533,0.075,0.627,0.281,1,12-10-10:56:56
0.025,0.385,0.832,0.301,0.277,0.027,1,12-10-10:56:56
0.414,0.309,1.318,0.198,0.693,0.052,1,12-10-10:56:56
0.988,1.608,0.353,0.198,0.693,0.052,1,12-10-10:56:56
0.004,0.932,1.067,0.573,0.670,0.621,1,12-10-10:56:56
0.622,0.135,1.018,0.550,0.009,0.093,1,12-10-10:56:56
0.139,0.204,0.047,0.550,0.009,0.093,1,12-10-10:56:56
0.383,0.247,0.172,0.084,1.001,0.893,1,12-10-10:56:56
0.844,0.052,0.398,0.388,0.831,1.286,1,12-10-10:56:56
1.339,0.309,0.825,0.162,0.896,1.321,1,12-10-10:56:56
1.289,0.777,0.048,0.165,1.395,1.666,1,12-10-10:56:56
1.488,0.902,1.861,0.281,1.617,1.970,1,12-10-10:56:56
0.454,0.399,0.239,0.652,1.059,1.722,1,12-10-10:56:56
0.205,0.361,0.745,0.738,0.719,1.392,1,12-10-10:56:56
0.307,0.509,0.682,0.620,0.869,1.153,1,12-10-10:56:56
1.698,0.201,0.088,0.412,0.477,0.717,1,12-10-10:56:56
1.097,0.290,0.001,0.412,0.477,0.717,1,12-10-10:56:56
0.247,0.406,0.153,0.062,0.305,0.611,1,12-10-10:56:56
0.792,0.115,0.835,0.121,0.058,0.217,1,12-10-10:56:56
0.079,0.011,0.076,0.271,0.153,0.196,1,12-10-10:56:56
0.182,0.090,0.682,0.509,0.420,0.112,1,12-10-10:56:56
0.122,0.085,0.739,0.294,0.013,0.113,1,12-10-10:56:56
0.506,0.261,1.044,0.023,0.141,0.293,1,12-10-10:56:56
0.321,0.357,0.105,0.037,0.159,0.345,1,12-10-10:56:56
0.215,0.316,0.637,0.039,0.247,0.396,1,12-10-10:56:56
0.171,0.043,0.697,0.128,0.275,0.203,1,12-10-10:56:57
0.486,0.166,0.368,0.128,0.275,0.203,1,12-10-10:56:57
0.258,0.123,0.292,0.293,0.106,0.010,1,12-10-10:56:57
0.145,0.443,0.098,0.404,0.044,0.205,1,12-10-10:56:57
0.416,0.630,0.067,0.404,0.044,0.205,1,12-10-10:56:57
0.472,0.627,0.402,0.280,0.170,0.521,1,12-10-10:56:57
0.303,0.029,0.344,0.016,0.384,0.592,1,12-10-10:56:57
0.547,0.248,0.103,0.248,0.637,0.718,1,12-10-10:56:57
0.316,0.248,0.585,0.542,1.090,0.565,1,12-10-10:56:57
0.048,0.871,0.466,0.542,1.090,0.565,1,12-10-10:56:57
0.288,0.330,0.843,0.354,0.656,0.148,1,12-10-10:56:57
0.282,0.396,0.586,0.113,0.237,0.201,1,12-10-10:56:57
1.348,0.512,1.327,0.036,0.247,0.327,1,12-10-10:56:57
1.057,0.427,1.079,0.034,0.449,0.058,1,12-10-10:56:57
0.604,0.239,0.328,0.218,0.288,0.079,1,12-10-10:56:57
1.147,0.287,1.294,0.232,0.270,0.039,1,12-10-10:56:57
0.795,0.478,2.201,0.316,0.456,0.253,1,12-10-10:56:57
0.485,0.408,0.051,0.264,0.531,0.389,1,12-10-10:56:57
0.196,0.225,1.293,0.160,0.365,0.161,1,12-10-10:56:57
0.414,0.181,0.896,0.462,0.665,0.089,1,12-10-10:56:57
0.333,0.191,0.393,0.462,0.665,0.089,1,12-10-10:56:57
0.123,0.229,0.451,0.125,0.032,0.275,1,12-10-10:56:57
0.544,0.236,0.249,0.170,0.045,0.315,1,12-10-10:56:57
0.007,0.274,0.696,0.367,0.053,0.447,1,12-10-10:56:57
0.290,0.364,0.218,0.367,0.053,0.447,1,12-10-10:56:57
0.940,0.409,0.970,0.367,0.003,0.684,1,12-10-10:56:58
0.670,0.219,0.153,0.295,0.303,0.477,1,12-10-10:56:58
0.944,0.190,0.063,0.018,0.056,0.531,1,12-10-10:56:58
0.002,0.462,0.834,0.018,0.056,0.531,1,12-10-10:56:58
0.037,0.637,1.025,0.248,0.152,0.248,1,12-10-10:56:58
0.175,0.101,0.517,0.248,0.152,0.248,1,12-10-10:56:58
0.590,0.947,1.216,0.017,0.390,0.308,1,12-10-10:56:58
0.131,0.384,0.427,0.067,0.150,0.187,1,12-10-10:56:58
0.135,0.155,0.654,0.209,0.078,0.055,1,12-10-10:56:58
0.104,0.033,0.271,0.199,0.172,0.099,1,12-10-10:56:58
0.051,0.109,0.639,0.003,0.198,0.134,1,12-10-10:56:58
0.234,0.226,0.024,0.003,0.198,0.134,1,12-10-10:56:58
0.323,0.614,0.859,0.109,0.065,0.188,1,12-10-10:56:58
0.672,0.250,0.134,0.182,0.084,0.302,1,12-10-10:56:58
0.448,0.074,0.932,0.475,0.019,0.534,1,12-10-10:56:58
0.055,0.559,0.781,0.384,0.276,0.550,1,12-10-10:56:58
0.340,0.455,0.108,0.300,0.074,0.588,1,12-10-10:56:58
0.206,0.140,0.189,0.325,0.033,0.652,1,12-10-10:56:58
0.114,0.197,0.473,0.398,0.279,0.673,1,12-10-10:56:58
0.204,0.031,0.048,0.398,0.279,0.673,1,12-10-10:56:58
0.076,0.631,0.750,0.674,0.291,0.488,1,12-10-10:56:58
0.351,0.296,0.348,0.674,0.291,0.488,1,12-10-10:56:58
0.039,0.051,0.923,0.487,0.157,0.361,1,12-10-10:56:58
0.729,0.037,0.409,0.417,0.167,0.253,1,12-10-10:56:58
0.493,0.488,0.347,0.160,0.211,0.240,1,12-10-10:56:58
0.088,0.370,0.507,0.027,0.320,0.137,1,12-10-10:56:59
0.227,0.211,0.393,0.020,0.512,0.050,1,12-10-10:56:59
0.739,0.183,0.029,0.116,0.289,0.124,1,12-10-10:56:59
0.423,0.263,0.271,0.372,0.085,0.270,1,12-10-10:56:59
0.404,0.118,0.624,0.372,0.085,0.270,1,12-10-10:56:59
0.730,0.194,0.348,0.560,0.316,0.966,1,12-10-10:56:59
0.013,0.129,0.124,0.560,0.316,0.966,1,12-10-10:56:59
1.604,0.752,0.540,0.632,0.328,1.251,1,12-10-10:56:59
0.099,0.533,0.545,0.654,0.167,1.141,1,12-10-10:56:59
0.317,0.295,0.041,0.652,0.195,0.855,1,12-10-10:56:59
0.939,0.377,0.555,0.457,0.143,0.589,1,12-10-10:56:59
0.377,0.472,0.527,0.462,0.133,0.433,1,12-10-10:56:59
1.207,0.043,1.506,0.718,0.122,0.614,1,12-10-10:56:59
0.138,0.875,1.023,0.718,0.122,0.614,1,12-10-10:56:59
0.078,1.061,1.125,0.584,0.001,0.455,1,12-10-10:56:59
0.826,0.440,0.007,0.248,0.314,0.520,1,12-10-10:56:59
0.898,0.535,0.225,0.161,0.146,0.418,1,12-10-10:56:59
1.119,0.141,0.686,0.171,0.436,0.532,1,12-10-10:56:59
